KakaoTalk Chats with 사형집행소 -CH1 (8)
Date Saved : January 22, 2023, 11:00 PM


September 21, 2022, 5:12 PM
November 15, 2022, 8:44 PM, 육지향 : 아 네
November 15, 2022, 8:45 PM, 이가은 : 내일모레
November 15, 2022, 8:45 PM, 장동건 : 좋다
November 15, 2022, 9:03 PM, 육지향 : 대단하다 와아!!!
November 15, 2022, 9:17 PM, 장동건 : 와!!!
November 15, 2022, 9:19 PM, 이가은 : 땃쥐한테 인정받았어
November 15, 2022, 9:19 PM, 이가은 : 감동...
November 15, 2022, 9:19 PM, 육지향 : 에휴 오늘 정하긴 글렀다
November 15, 2022, 9:19 PM, 육지향 : 네..?
November 15, 2022, 9:19 PM, 육지향 : 감동 맞아요??
November 15, 2022, 9:19 PM, 이가은 : 네
November 15, 2022, 9:19 PM, 이가은 : 감동적...!!
November 15, 2022, 9:21 PM, 장동건 : 감(각) 동(사)....
November 15, 2022, 9:21 PM, 장동건 : 이번 영어 문법 찌끄레기..
November 15, 2022, 9:22 PM, 이가은 : 아하!!!
November 15, 2022, 9:22 PM, 이가은 : 이게 이렇게 이어지네
November 15, 2022, 9:23 PM, 장동건 : 그러게...
November 15, 2022, 9:26 PM, 육지향 : 아 맞네
November 15, 2022, 9:27 PM, 장동건 : 룰렛으로 16개 시/도 뽑아서 ㄱ..?
November 15, 2022, 9:30 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋ
November 15, 2022, 9:30 PM, 육지향 : ㅁㅊ
November 15, 2022, 9:30 PM, 장동건 : 도 뽑히면 안에서 룰렛하고
November 15, 2022, 9:51 PM, 육지향 : ㅋㅋㅋㅋ 우리 잘못걸리면
November 15, 2022, 9:51 PM, 육지향 : 진짜 하루에 부산 찍고 오는거?
November 15, 2022, 9:53 PM, 장동건 : 그치
November 15, 2022, 9:53 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 15, 2022, 9:58 PM, 양유준 : 북한 가야할 수도 있음
November 15, 2022, 9:58 PM, 장동건 : 저기 지도상 남한..
November 15, 2022, 9:59 PM, 장동건 : 거긴 위험해..
November 15, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자
November 15, 2022, 10:10 PM, 육지향 : 아냐.. 그럴까봐
November 15, 2022, 10:10 PM, 육지향 : 남한으로 올려뒀어
November 15, 2022, 10:10 PM, 장동건 : 남한에서 해야지 그치..
November 15, 2022, 10:10 PM, 장동건 : 북한은 일단 내가
November 15, 2022, 10:10 PM, 장동건 : 외교부 DB를 뚫지 않는 이상 불가능해..
November 15, 2022, 10:11 PM, 이가은 : 거긴 피자도 못가...
November 15, 2022, 10:11 PM, 장동건 : ??의 불시착 찍으면 될지도..?
November 15, 2022, 10:11 PM, 이가은 : 아 땃쥐는 땅굴 가능?
November 15, 2022, 10:11 PM, 장동건 : 맞네
November 15, 2022, 10:11 PM, 장동건 : 저기는 가능하겠다
November 15, 2022, 10:12 PM, 가은 : 진짜 제주도 나온다
November 15, 2022, 10:12 PM, 가은 : 제주도 서귀포시 ㄱ
November 15, 2022, 10:13 PM, 가은 : .
November 15, 2022, 10:13 PM, 이가은 : 제주도가 당일치기가 되긴하지...?
November 15, 2022, 10:13 PM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋ
November 15, 2022, 10:13 PM, 가은 : 새벽 5시 비행기
November 15, 2022, 10:13 PM, 가은 : ~ 저녁 8시 비행기면
November 15, 2022, 10:13 PM, 가은 : 되지 않을까
November 15, 2022, 10:13 PM, 가은 : 한 3군데 들릴 수 있을 듯
November 15, 2022, 10:14 PM, 이가은 : 이론상 가능하긴한데
November 15, 2022, 10:16 PM, 장동건 : 근데
November 15, 2022, 10:16 PM, 장동건 : 우리 체력이나
November 15, 2022, 10:16 PM, 장동건 : 버스 밀리는건 반영이 안된..
November 15, 2022, 10:16 PM, 가은 : ㅇㅇㅋㅋㅋㅋ
November 15, 2022, 10:16 PM, 가은 : 공항까지 이동하는 시간이랑
November 15, 2022, 10:16 PM, 가은 : 버스 밀리는것까지 예상시간
November 15, 2022, 10:16 PM, 장동건 : 그렇게 따지면 ㅋㅋㅋㅋㅋ
November 15, 2022, 10:16 PM, 가은 : 차 대여가 아니니까
November 15, 2022, 10:16 PM, 장동건 : 러시아도 당일치기 ㄱㄴ ㅋㅋㅋ
November 15, 2022, 10:17 PM, 이가은 : 공항도 들리는곳이라 하면 가능
November 15, 2022, 10:17 PM, 가은 : 장소에서 장소 이동하는 시간이랑
November 15, 2022, 10:17 PM, 장동건 : 결론적으로는 한곳만 볼수 있음..
November 15, 2022, 10:17 PM, 가은 : 밥먹는 시간 제외임
November 15, 2022, 10:17 PM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋ
November 15, 2022, 10:17 PM, 이가은 : 독도가자
November 15, 2022, 10:17 PM, 가은 : 대이작도도 좋았는데
November 15, 2022, 10:18 PM, 가은 : ㄹㅇ 뇌빼고 섬지역만 얘기하네ㅋㅋㅋ
November 15, 2022, 10:19 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 15, 2022, 10:19 PM, 장동건 : 독도는 기상 안맞으면
November 15, 2022, 10:19 PM, 장동건 : 일단 걸려.. ㅋㅋㅋㅋㅋㅋ
November 15, 2022, 10:20 PM, 이가은 : 대마도
November 15, 2022, 10:20 PM, 장동건 : 제부도...?
November 15, 2022, 10:21 PM, 이가은 : 괜찮다
November 15, 2022, 10:22 PM, 장동건 : 거제도....?
November 15, 2022, 10:22 PM, 장동건 : 이어도....
November 15, 2022, 10:23 PM, 이가은 : 걍 에버랜도 가자...
November 15, 2022, 10:23 PM, 장동건 : 일본분이신가요?
November 15, 2022, 10:23 PM, 장동건 : 에버랜도...?
November 15, 2022, 10:23 PM, 가은 : ㅋㄱㅋㄱㅋㄱㅋㄱ
November 15, 2022, 10:23 PM, 이가은 : 라임을 맞추는거지
November 15, 2022, 10:23 PM, 가은 : 에버랜도~
November 15, 2022, 10:24 PM, 가은 : 롯데월도~
November 15, 2022, 10:24 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 15, 2022, 10:24 PM, 가은 : 꼬 뭔 월도가 있을까
November 15, 2022, 10:24 PM, 장동건 : 디즈니랜도
November 15, 2022, 10:24 PM, 이가은 : 강원랜도
November 15, 2022, 10:24 PM, 장동건 : 어라
November 15, 2022, 10:24 PM, 이가은 : 이게 맞나
November 15, 2022, 10:24 PM, 가은 : 오월도
November 15, 2022, 10:24 PM, 장동건 : 거기 청불 아님?
November 15, 2022, 10:25 PM, 장동건 : 칼 이름같다
November 15, 2022, 10:25 PM, 가은 : ㅋㄱㅋㄱㅋㅋ
November 15, 2022, 10:25 PM, 가은 : ㄹㅇ
November 15, 2022, 10:25 PM, 가은 : 장미도
November 15, 2022, 10:25 PM, 장동건 : ???: 내 오월도를 받아라~
November 15, 2022, 10:25 PM, 장동건 : 인수 계약하는건가..
November 15, 2022, 10:25 PM, 이가은 : ㄱㅋㄱㅋㅋㄲㅋㄱㅋㅋㄱ
November 15, 2022, 10:25 PM, 장동건 : 이건 뭐죠
November 15, 2022, 10:25 PM, 이가은 : 뭐든지 썰리는 마법의 칼
November 15, 2022, 10:25 PM, 가은 : 샵검색 : #장미칼
November 15, 2022, 10:25 PM, 장동건 : 아 ㅋㅋㅋㅋㅋㅋ
November 15, 2022, 10:25 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 15, 2022, 10:26 PM, 장동건 : <Photo Unread>
November 15, 2022, 10:26 PM, 장동건 : 클린토피아 랜도
November 15, 2022, 10:26 PM, 가은 : ㄹㅇㅋㅋ~
November 15, 2022, 10:26 PM, 가은 : 사형집행도
November 15, 2022, 10:26 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋ
November 15, 2022, 10:27 PM, 장동건 : @가은  오늘은 발로 안하심?
November 15, 2022, 10:34 PM, 장동건 : 저기 디코좀 봐보셈

November 16, 2022, 12:43 AM
November 16, 2022, 12:43 AM, 육지향 : 도랐나..? 위에 ㄹㅈㄷ네ㅋㅋㅋㅋㅋ
November 16, 2022, 12:43 AM, 장동건 : ㅋㅋㅋㅋㅋㅋ
November 16, 2022, 12:44 AM, 육지향 : 여희도 더현대서울...가고싶다...
November 16, 2022, 12:44 AM, 육지향 : 여의도
November 16, 2022, 12:45 AM, 육지향 : 코엑스도..
November 16, 2022, 12:45 AM, 육지향 : 11월이나 12월 전시회도 개많던데
November 16, 2022, 12:46 AM, 육지향 : 하ㅜ
November 16, 2022, 12:46 AM, 육지향 : 하리보 전시회? 가고픔..
November 16, 2022, 12:46 AM, 육지향 : 여긴 종로구..
November 16, 2022, 12:48 AM, 육지향 : (폭주)
November 16, 2022, 12:49 AM, 장동건 : ㅎㅎ
November 16, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
November 16, 2022, 8:28 AM, 이가은 : 하리보를 박제해서 전시하는건가...
November 16, 2022, 8:40 AM, 육지향 : ㅋㅋㅋㅋ
November 16, 2022, 8:40 AM, 육지향 : @가은 오늘 오세연?
November 16, 2022, 8:42 AM, 육지향 : 오겠지 머..
November 16, 2022, 8:43 AM, 육지향 : 설마아 안오겠어 50분이여도 오시는 분인뎅
November 16, 2022, 9:09 AM, 장동건 : 오시겠징
November 16, 2022, 3:28 PM, 가은 : ㅎㅎ..
November 16, 2022, 3:50 PM, 육지향 : ㅋㅋㅋㅋ
November 16, 2022, 5:15 PM, 장동건 : <Photo Unread>
November 16, 2022, 5:15 PM, 장동건 : 칼 샀당~
November 16, 2022, 6:51 PM, 육지향 : 오
November 16, 2022, 6:52 PM, 장동건 : 6만원짜리..
November 16, 2022, 6:52 PM, 육지향 : 예?
November 16, 2022, 6:52 PM, 장동건 : 60,000원
November 16, 2022, 6:52 PM, 장동건 : 유남쌩...?
November 16, 2022, 6:53 PM, 육지향 : 와우
November 16, 2022, 6:53 PM, 장동건 : 이제 칼은 지르지 말아야지..
November 16, 2022, 8:44 PM, 육지향 : ㅋㅋㅋㅋ
November 16, 2022, 9:17 PM, 장동건 : 돈지랄 같아..
November 16, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

November 17, 2022, 7:30 AM
November 17, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
November 17, 2022, 12:32 PM, 육지향 : 저힁.. 진짜 놀러갈데 안정해요??
November 17, 2022, 1:15 PM, 육지향 : Emoticons
November 17, 2022, 2:03 PM, 장동건 : 그러게요
November 17, 2022, 2:04 PM, 이가은 : 동서남북중 하나로 정해놓자
November 17, 2022, 2:04 PM, 육지향 : ㅋㅋㅋㅋ
November 17, 2022, 2:05 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 17, 2022, 2:06 PM, 육지향 : This message was deleted.
November 17, 2022, 2:07 PM, 육지향 : <Photo Unread>
November 17, 2022, 2:07 PM, 이가은 : 북으로 정한건가
November 17, 2022, 2:07 PM, 육지향 : ㅋㅋㅋㅋㅋ 여기가 괜찮지 않음..?
November 17, 2022, 2:10 PM, 이가은 : 어디가 좋을까...
November 17, 2022, 2:12 PM, 장동건 : 랜덤으로
November 17, 2022, 2:12 PM, 장동건 : 찍어볼까
November 17, 2022, 2:14 PM, 이가은 : 오
November 17, 2022, 2:14 PM, 이가은 : 해봐
November 17, 2022, 2:28 PM, 장동건 : {'강남구': 386, '강동구': 383, '강북구': 391, '강서구': 398, '관악구': 384, '광진구': 396, '구로구': 444, '금천구': 373, '노원구': 389, '도봉구': 386, '동대문구': 400, '동작구': 389, '마포구': 409, '서대문구': 406, '서초구': 387, '성동구': 413, '성북구': 388, '송파구': 413, '양천구': 434, '영등포구': 401, '용산구': 430, '은평구': 409, '종로구': 380, '중구': 377, '중랑구': 434}
November 17, 2022, 2:28 PM, 장동건 : 구로구 가래
November 17, 2022, 2:28 PM, 육지향 : 와우
November 17, 2022, 2:30 PM, 이가은 : 구로구에 뭐 있지
November 17, 2022, 2:36 PM, 장동건 : 구로구청
November 17, 2022, 2:36 PM, 이가은 : 물론 있겠지...
November 17, 2022, 2:37 PM, 이가은 : 수목원이 먼저 뜨네
November 17, 2022, 2:42 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 17, 2022, 4:11 PM, 가은 : ㅁㅊ..
November 17, 2022, 4:11 PM, 가은 : 1시에 자서 지금 일어남
November 17, 2022, 4:11 PM, 장동건 : 오
November 17, 2022, 4:11 PM, 장동건 : 난 9시에 깨서
November 17, 2022, 4:11 PM, 가은 : 15시간을 잔건가
November 17, 2022, 4:11 PM, 장동건 : 잤다가 1시에 인났는데
November 17, 2022, 4:11 PM, 장동건 : 오
November 17, 2022, 4:11 PM, 장동건 : 쩐다
November 17, 2022, 4:11 PM, 가은 : ㅋㅋㅋㅋㅋㅋㅋ
November 17, 2022, 4:11 PM, 장동건 : 난 지금 파마하러 왔음
November 17, 2022, 4:12 PM, 장동건 : 1시간 30째 잡혀있는중..
November 17, 2022, 4:12 PM, 가은 : 나도 오늘 치과감
November 17, 2022, 4:12 PM, 장동건 : 이상한 분이라
November 17, 2022, 4:12 PM, 장동건 : 좀 사보셔야 하긴 할들
November 17, 2022, 4:13 PM, 장동건 : Emoticons
November 17, 2022, 4:30 PM, 이가은 : 진짜 라마화 되는건가
November 17, 2022, 4:30 PM, 장동건 : 그렇게 심하게 말건 아니라..
November 17, 2022, 4:33 PM, 이가은 : 아쉽네
November 17, 2022, 4:33 PM, 장동건 : 얼마나 말아야 라마가 되는거지
November 17, 2022, 4:36 PM, 이가은 : 그 대충 시뻘건 립스틱+파마하신 아주머니 계신 동네 미용실 가서
November 17, 2022, 4:36 PM, 이가은 : 파마해달라하면 됨
November 17, 2022, 4:36 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 17, 2022, 4:40 PM, 장동건 : 막 이름이 자두 헤어샵이라던가 그런데..
November 17, 2022, 4:40 PM, 이가은 : ㄱㅋㄱㅋㅋㅋㄲㅋㄱㄲㅋㄱ
November 17, 2022, 4:41 PM, 이가은 : 그 구슬로 된 발 걸려있음
November 17, 2022, 4:41 PM, 장동건 : 맞아 ㅋㅋㅋㅋㅋㅋ
November 17, 2022, 4:41 PM, 장동건 : 안에 파마 그 열내는거 있고
November 17, 2022, 4:41 PM, 장동건 : 소파에 아주머니 막 앉아서 대화하고 계시는
November 17, 2022, 4:45 PM, 이가은 : ㅋㄱㅋㅋㄲㅋㅋㄱㅋㄱ
November 17, 2022, 4:50 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋ
November 17, 2022, 6:56 PM, 이가은 : 요새 옷들은 몸통을 짜다 마는듯..?
November 17, 2022, 6:57 PM, 이가은 : 요새 경기가 안 좋아서 그런가...
November 17, 2022, 7:04 PM, 장동건 : 그냥 사이즈가 작은게 아닐까
November 17, 2022, 7:05 PM, 이가은 : 이상한게 사이즈가 커져도
November 17, 2022, 7:06 PM, 이가은 : 기장은 거의 안 변함
November 17, 2022, 7:06 PM, 장동건 : 그러면 원래 그런건가봐
November 17, 2022, 7:06 PM, 이가은 : 이게 요즘것들 패션인가...
November 17, 2022, 7:07 PM, 장동건 : 나이가 많으셔서 그런가
November 17, 2022, 7:07 PM, 장동건 : 모르시는구나
November 17, 2022, 7:07 PM, 이가은 : Emoticons
November 17, 2022, 7:07 PM, 장동건 : Emoticons
November 17, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

November 18, 2022, 7:30 AM
November 18, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
November 18, 2022, 8:20 AM, 장동건 : 하이마트 앞 횡단보도에 원중 애들 다 모여있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 8:20 AM, 이가은 : 아니 벌써...??
November 18, 2022, 8:21 AM, 장동건 : 나도 포함..
November 18, 2022, 8:22 AM, 이가은 : 아니 벌써??
November 18, 2022, 8:23 AM, 장동건 : ㅇㅇ..
November 18, 2022, 8:23 AM, 장동건 : 가까운 사람이 지각한다고... 혹시 몰라 일찍 가는중
November 18, 2022, 8:35 AM, 이가은 : 도착
November 18, 2022, 8:35 AM, 이가은 : 아 집 가고싶다
November 18, 2022, 8:39 AM, 장동건 : :)
November 18, 2022, 8:39 AM, 이가은 : 와 벌써 피곤하다
November 18, 2022, 8:39 AM, 이가은 : @장동건 위치가 어떻게 되십니까
November 18, 2022, 8:41 AM, 육지향 : ㄹㅇ
November 18, 2022, 8:41 AM, 육지향 : ㅋㅌㅋㅋㅋㅋㅋㅋ
November 18, 2022, 8:41 AM, 육지향 : 나 지금 출발ㅋㅋㅋㅋㅋ
November 18, 2022, 8:42 AM, 장동건 : 2층
November 18, 2022, 8:42 AM, 장동건 : 줄에
November 18, 2022, 8:42 AM, 장동건 : 서이써요
November 18, 2022, 8:43 AM, 육지향 : 오 대박..
November 18, 2022, 8:45 AM, 장동건 : ㅎ...
November 18, 2022, 8:45 AM, 장동건 :  나 @이가은 
November 18, 2022, 8:45 AM, 장동건 : 너 봐씀
November 18, 2022, 8:47 AM, 이가은 : 어
November 18, 2022, 8:47 AM, 이가은 : 어딨었어
November 18, 2022, 8:47 AM, 가은 : 지향
November 18, 2022, 8:47 AM, 장동건 : 줄에
November 18, 2022, 8:47 AM, 장동건 : 섞여있었음
November 18, 2022, 8:47 AM, 가은 : @육지향 
November 18, 2022, 8:47 AM, 이가은 : 오 
November 18, 2022, 8:47 AM, 이가은 : 안 보였음
November 18, 2022, 8:47 AM, 장동건 : Emoticons
November 18, 2022, 8:48 AM, 장동건 : 이러고 있었는데
November 18, 2022, 8:48 AM, 이가은 : 사각지대에 있었나봄?
November 18, 2022, 8:49 AM, 장동건 : 대놓고 있었는데
November 18, 2022, 8:49 AM, 가은 : 그냥 안보였던걸로ㅋㅋ
November 18, 2022, 8:49 AM, 이가은 : 이게 맞다
November 18, 2022, 8:52 AM, 육지향 : ㅇㅇ?
November 18, 2022, 8:55 AM, 장동건 : ㅎㅎ
November 18, 2022, 8:55 AM, 이가은 : 어 야생의 라마다
November 18, 2022, 8:55 AM, 장동건 : 좌표가 어떻게 되시죠 
November 18, 2022, 8:55 AM, 이가은 : 너 뒤
November 18, 2022, 8:56 AM, 장동건 : 화긴~
November 18, 2022, 8:56 AM, 장동건 : 나 친구한테 음료 받아서
November 18, 2022, 8:57 AM, 장동건 : 콜라랑 스프라이트 두개 다 있음
November 18, 2022, 8:57 AM, 이가은 : 하 옆자리 잘못 걸렸다
November 18, 2022, 8:57 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 8:57 AM, 장동건 : 오
November 18, 2022, 8:57 AM, 장동건 : 너 ㅈ된듯
November 18, 2022, 8:57 AM, 이가은 : 하...
November 18, 2022, 8:57 AM, 장동건 : ㅋㅋㄹ~
November 18, 2022, 8:58 AM, 장동건 : 일단 ㅈ된거는 확실함
November 18, 2022, 8:58 AM, 이가은 : 제발 조용히만 있어줘...
November 18, 2022, 8:58 AM, 이가은 : ㅇㆍ다 노랱느다
November 18, 2022, 8:58 AM, 이가은 : ㅜㅜㅜㅜㅜㅠㅡㅠ
November 18, 2022, 8:58 AM, 장동건 : ㅋㅋㅋㅋㅋㅋ
November 18, 2022, 8:59 AM, 장동건 : 노래튼다..?
November 18, 2022, 8:59 AM, 이가은 : ㅇㅇㅇㅇㅇ
November 18, 2022, 8:59 AM, 장동건 : 오 너 ㅈ된듯
November 18, 2022, 9:00 AM, 장동건 : 정 안되면
November 18, 2022, 9:00 AM, 장동건 : 봉인된 사육사의 검(?)들고
November 18, 2022, 9:00 AM, 장동건 : 도륙을 내자..
November 18, 2022, 9:01 AM, 장동건 : 0d2ffa510673e270b5e79f32af359697cdcd8b2f0976ffd52cc1723d3bb0b501.jpg
November 18, 2022, 9:01 AM, 이가은 : 와 자리 바꿨다~~
November 18, 2022, 9:01 AM, 장동건 : 오퍼 스킨 살까..
November 18, 2022, 9:01 AM, 이가은 : Emoticons
November 18, 2022, 9:03 AM, 장동건 : 아 썅
November 18, 2022, 9:03 AM, 장동건 : 냐 옆에 마스크 상습 탈의범있음
November 18, 2022, 9:03 AM, 장동건 : 으으....
November 18, 2022, 9:03 AM, 이가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 9:04 AM, 이가은 : ㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 9:04 AM, 장동건 : 시잇팔
November 18, 2022, 9:05 AM, 장동건 : 지금도 안 쓰고있음
November 18, 2022, 9:09 AM, 이가은 : 비행기 모드 해놓을거임
November 18, 2022, 9:11 AM, 장동건 : 이가은 바보~
November 18, 2022, 9:11 AM, 장동건 : 한다음에 지우면 못 보겠지
November 18, 2022, 11:44 AM, 이가은 : ㅎ...
November 18, 2022, 11:45 AM, 장동건 : 들켰당
November 18, 2022, 11:53 AM, 장동건 : @이가은 
November 18, 2022, 11:53 AM, 장동건 : 걍 나오면 된다는데?
November 18, 2022, 11:53 AM, 이가은 : 10반 남으래
November 18, 2022, 11:54 AM, 장동건 : 안타깝네
November 18, 2022, 11:54 AM, 장동건 : 아 렌즈 끼고올걸..
November 18, 2022, 11:54 AM, 이가은 : 너도 남지 그랬어
November 18, 2022, 11:54 AM, 장동건 : 나 앞에서
November 18, 2022, 11:55 AM, 장동건 : 기다리는중
November 18, 2022, 11:55 AM, 이가은 : 오
November 18, 2022, 11:55 AM, 가은 : cd15b46d70355f88f1544ef5187550d5ffdd6bfd2e44eba2a3d795b29d600154.jpg
a8b8a855fae03eba0db1bfa843d8e3bf34a7f2d5b24ab27aaa86566d8da6eb28.jpg
November 18, 2022, 11:56 AM, 가은 : 갑자기 잘나오네
November 18, 2022, 11:56 AM, 장동건 : 번들 아님?
November 18, 2022, 11:57 AM, 장동건 : 끝나셧나요 @가은 @육지향 
November 18, 2022, 12:24 PM, 이가은 : 뭐가 끝난거지
November 18, 2022, 12:24 PM, 장동건 : 내 인생이...?
November 18, 2022, 12:24 PM, 이가은 : 아~
November 18, 2022, 12:24 PM, 장동건 : ㅃ
November 18, 2022, 12:25 PM, 장동건 : ?
November 18, 2022, 12:25 PM, 이가은 : 고인의 명복을 빌어야하나
November 18, 2022, 12:25 PM, 장동건 : 저건 뭐지
November 18, 2022, 12:25 PM, 이가은 : 뭐가
November 18, 2022, 12:26 PM, 이가은 : ?
November 18, 2022, 12:26 PM, 장동건 : 난 저 ㅃ을 친적이 없어 
November 18, 2022, 12:26 PM, 이가은 : 네 발굽이 쳤겠지
November 18, 2022, 1:03 PM, 장동건 : ㅇㅎ
November 18, 2022, 1:47 PM, 가은 : <Photo Unread>
November 18, 2022, 1:47 PM, 장동건 : 지향이 왜 저기써
November 18, 2022, 1:49 PM, 장동건 : 근데 쟤 땃쥐맞아...?
November 18, 2022, 1:49 PM, 가은 : ㄴㄴ 날다람쥐
November 18, 2022, 1:49 PM, 장동건 : 날다땃쥐...?
November 18, 2022, 1:49 PM, 장동건 : 근데 왜 닮은거같지
November 18, 2022, 2:06 PM, 육지향 : 알고보니 나 땃쥐보다 다람쥐 쪽이였던거임(?)ㅋㅋㅋ
November 18, 2022, 2:06 PM, 장동건 : 땃람쥐 하믄 되겠네...?
November 18, 2022, 2:07 PM, 육지향 : ㅋㅋㅋㅋ
November 18, 2022, 2:09 PM, 장동건 : ㅋㅋㅋㅋㅋ
November 18, 2022, 2:09 PM, 장동건 : ㅋㅋㅋㅋ
November 18, 2022, 2:53 PM, 장동건 : 체지방률 16%네...
November 18, 2022, 3:06 PM, 육지향 : 오
November 18, 2022, 3:31 PM, 가은 : 잘나온게 아니라 자선회 세트였던거임~ㅎㅎ..
November 18, 2022, 3:31 PM, 장동건 : 얘기 했자나 ㅋㅋㅋㅋ
November 18, 2022, 3:31 PM, 장동건 : 번들이라고 ㅋㅋㅋㅋㅋ
November 18, 2022, 3:31 PM, 가은 : 지금 발로란트 들어가봄ㅋㅋㅌ
November 18, 2022, 3:31 PM, 가은 : 아 자선회 카드는 맘에 든다
November 18, 2022, 3:32 PM, 가은 : 네온이랑 킬조이야
November 18, 2022, 3:32 PM, 가은 : 완전 내새끼들만 잇자나!?
November 18, 2022, 3:32 PM, 가은 : 가이아 권총 빼곤 다 맘에 안듬
November 18, 2022, 3:32 PM, 장동건 : 가이아 권총 사고싶드라
November 18, 2022, 3:33 PM, 가은 : 아 손풀고 경쟁돌려야지 했는데
November 18, 2022, 3:33 PM, 가은 : 초월자가 5명이네
November 18, 2022, 3:33 PM, 장동건 : 오
November 18, 2022, 6:08 PM, 가은 : https://naver.me/FDXQWd8W
November 18, 2022, 6:09 PM, 장동건 : 오
November 18, 2022, 6:09 PM, 장동건 : 존나 비싸네
November 18, 2022, 6:09 PM, 가은 : 라이엇이 억까하기 시작했어
November 18, 2022, 6:10 PM, 가은 : 내새끼 유품을 너프건으로 판매한다는데
November 18, 2022, 6:10 PM, 가은 : 시발 20만원?
November 18, 2022, 6:10 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 6:10 PM, 가은 : 내가 라이엇에 꼬라박은 돈이 얼만데
November 18, 2022, 6:10 PM, 가은 : 지금 20만원을 쓰라는거야?
November 18, 2022, 6:10 PM, 가은 : 시바 그정도면 징크스 풀스킨을 뽑아
November 18, 2022, 6:10 PM, 가은 : 미친 라이엇 샊힝들항ㅠㅠㅠ
November 18, 2022, 6:10 PM, 장동건 : ㅋㅋㅋㅋㅋㅋ
November 18, 2022, 6:11 PM, 가은 : 이 갱생퀴들이
November 18, 2022, 6:11 PM, 가은 : ㄹㅇ 미쳣나봄..ㅠ
November 18, 2022, 6:11 PM, 가은 : 퀄리티는 미친듯이 내놓고
November 18, 2022, 6:11 PM, 가은 : 20만원...
November 18, 2022, 6:11 PM, 가은 : 돈미새 색히들
November 18, 2022, 6:11 PM, 장동건 : 아 왜 사고싶지?
November 18, 2022, 6:16 PM, 가은 : ㄹㅇ
November 18, 2022, 6:17 PM, 가은 : 퀄리티가 장난 아니야
November 18, 2022, 6:17 PM, 장동건 : ㄱㄴㄲ
November 18, 2022, 6:17 PM, 가은 : 심지어 내새끼 유품이라니까????
November 18, 2022, 6:17 PM, 가은 : 난 내새끼가 자기 손으로 이걸 쓰는걸
November 18, 2022, 6:17 PM, 가은 : 매일 보는 살암이라고
November 18, 2022, 6:17 PM, 가은 : 체임버 총이 너프건으로 나온다 생각해봐ㅠㅠㅠ
November 18, 2022, 6:17 PM, 가은 : ㅈㄴ 사고싶다
November 18, 2022, 6:17 PM, 장동건 : 와 시발
November 18, 2022, 6:17 PM, 장동건 : 역작
November 18, 2022, 6:17 PM, 장동건 : 나오면
November 18, 2022, 6:17 PM, 장동건 : ㅈㄴ 살 의향있으니까
November 18, 2022, 6:18 PM, 장동건 : 만들어줘!!!
November 18, 2022, 6:18 PM, 가은 : ㄹㅇ 역작은..
November 18, 2022, 6:18 PM, 가은 : 단발로 나가게 나오면
November 18, 2022, 6:18 PM, 장동건 : 으악
November 18, 2022, 6:18 PM, 장동건 : 시발
November 18, 2022, 6:18 PM, 가은 : 세바 라이엇 회사 앞에 가서
November 18, 2022, 6:18 PM, 장동건 : 내주세ㅛ
November 18, 2022, 6:18 PM, 장동건 : 제발
November 18, 2022, 6:18 PM, 가은 : 동서남북으로 그랜절 박음
November 18, 2022, 6:18 PM, 장동건 : 내주면 매일 라이엇 본사 방향으로
November 18, 2022, 6:19 PM, 장동건 : 108배 박음
November 18, 2022, 6:19 PM, 장동건 : 내가 만들까...?
